id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
22e14074,2022-11-21,4637027.0,33039.0,,36073366.0,29490508.0,9263864.0,9166416.0,709.0,49.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-22,4638176.0,33046.0,,36082203.0,29495043.0,9263874.0,9166433.0,714.0,53.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-23,4639365.0,33050.0,,36090182.0,29499063.0,9263948.0,9166533.0,736.0,46.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-24,4640538.0,33051.0,,36097897.0,29504850.0,9263967.0,9166575.0,762.0,44.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-25,4641618.0,33057.0,,36105285.0,29510260.0,9263994.0,9166607.0,790.0,36.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-26,4642124.0,33061.0,,36110092.0,29512394.0,9264011.0,9166638.0,797.0,37.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-27,4642403.0,33064.0,,36112862.0,29512411.0,9264011.0,9166638.0,839.0,41.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-28,4644371.0,,,36122593.0,29515238.0,9264020.0,9166648.0,872.0,45.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-29,4645826.0,33068.0,,36132476.0,29520392.0,9264042.0,9166674.0,928.0,51.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-11-30,4647256.0,33074.0,,36141384.0,29526732.0,9264125.0,9166797.0,957.0,48.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-01,4648573.0,33075.0,,36149670.0,29530878.0,9264156.0,9166831.0,974.0,48.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-02,4649788.0,33078.0,,36157661.0,29533828.0,9264163.0,9166839.0,1011.0,43.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-03,4650338.0,33081.0,,36162677.0,29535393.0,9264176.0,9166875.0,996.0,45.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-04,4650654.0,33091.0,,36165550.0,29535417.0,9264176.0,9166875.0,1039.0,51.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-05,4652753.0,33100.0,,36175792.0,29537434.0,9264186.0,9166896.0,1124.0,60.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-06,4654557.0,33106.0,,36187031.0,29541121.0,9264204.0,9166914.0,1176.0,52.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-07,4656320.0,33112.0,,36197455.0,29546385.0,9264332.0,9167093.0,1203.0,53.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-08,4657931.0,33117.0,,36207657.0,29549642.0,9264353.0,9167116.0,1242.0,62.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-09,4659498.0,33123.0,,36217259.0,29553389.0,9264366.0,9167144.0,1272.0,63.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-10,4660175.0,33132.0,,36222863.0,29555180.0,9264389.0,9167171.0,1318.0,58.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-11,4660606.0,33142.0,,36226492.0,29555200.0,9264389.0,9167171.0,1387.0,65.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-12,4662980.0,33147.0,,36237777.0,29557809.0,9264399.0,9167197.0,1496.0,66.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-13,4664783.0,33165.0,,36250719.0,29560410.0,9264420.0,9167214.0,1495.0,68.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-14,4666600.0,33175.0,,36262013.0,29563697.0,9264449.0,9167268.0,1583.0,70.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-15,4668185.0,33184.0,,36272333.0,29567430.0,9264457.0,9167270.0,1619.0,70.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-16,4669619.0,33193.0,,36282565.0,29570466.0,9264470.0,9167283.0,1706.0,83.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-17,4670267.0,33202.0,,36288583.0,29571602.0,9264479.0,9167306.0,1763.0,69.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-18,4670708.0,33215.0,,36292544.0,29571616.0,9264479.0,9167306.0,1844.0,77.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-19,4672981.0,33226.0,,36304697.0,29574115.0,9264511.0,9167340.0,1960.0,82.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-20,4674741.0,33241.0,,36318942.0,29577385.0,9264565.0,9167384.0,1964.0,88.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-21,4676559.0,33252.0,,36331702.0,29580903.0,9264691.0,9167500.0,2010.0,96.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-22,4678135.0,33265.0,,36343545.0,29583023.0,9264735.0,9167534.0,1999.0,97.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-23,4679472.0,33278.0,,36354759.0,29584249.0,9264785.0,9167562.0,1994.0,113.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-24,4680026.0,33291.0,,36361022.0,29584321.0,9264785.0,9167563.0,1898.0,105.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-25,4680386.0,33304.0,,36364630.0,29584324.0,9264785.0,9167563.0,1950.0,101.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-26,4681654.0,33315.0,,36373506.0,29584910.0,9264796.0,9167571.0,1971.0,106.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-27,4682832.0,33333.0,,36384037.0,29586068.0,9264830.0,9167580.0,1955.0,97.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-28,4683881.0,33341.0,,36393743.0,29587331.0,9264859.0,9167619.0,1948.0,102.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-29,4684904.0,33357.0,,36403271.0,29588550.0,9264892.0,9167643.0,1852.0,96.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-30,4685847.0,33374.0,,36411953.0,29589457.0,9264931.0,9167658.0,1789.0,97.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2022-12-31,4686243.0,33384.0,,36417148.0,29589511.0,9264932.0,9167659.0,1671.0,95.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,34.38,14.81,39.29,0.0,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-01,4686467.0,33390.0,,36420371.0,29589517.0,9264934.0,9167661.0,1691.0,90.0,32.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-02,4687586.0,33402.0,,36428808.0,29590164.0,9264944.0,9167673.0,1699.0,98.0,32.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-03,4688428.0,33415.0,,36438229.0,29591245.0,9264980.0,9167699.0,1594.0,94.0,32.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-04,4689175.0,33427.0,,36446520.0,29592296.0,9265001.0,9167714.0,1492.0,100.0,34.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-05,4689867.0,33437.0,,36454252.0,29593513.0,9265031.0,9167721.0,1391.0,97.0,36.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-06,4690529.0,33446.0,,36461331.0,29595105.0,9265072.0,9167743.0,1317.0,96.0,32.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-07,4690772.0,33458.0,,36465891.0,29595423.0,9265078.0,9167744.0,1227.0,95.0,34.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-08,4690943.0,33463.0,,36468683.0,29595432.0,9265080.0,9167744.0,1226.0,95.0,31.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-09,4691770.0,33476.0,,36475616.0,29597294.0,9265102.0,9167764.0,1204.0,95.0,38.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-10,4692259.0,33486.0,,36482853.0,29598836.0,9265132.0,9167770.0,1086.0,81.0,30.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-11,4692773.0,33494.0,,36489124.0,29600228.0,9265182.0,9167811.0,1031.0,78.0,31.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-12,4693194.0,33503.0,,36494990.0,29602096.0,9265236.0,9167823.0,958.0,76.0,26.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-13,4693617.0,33508.0,,36500902.0,29604302.0,9265283.0,9167843.0,909.0,74.0,28.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-14,4693798.0,33517.0,,36504289.0,29604637.0,9265294.0,9167846.0,881.0,73.0,27.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-15,4693949.0,33521.0,,36506485.0,29604640.0,9265295.0,9167846.0,866.0,63.0,26.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-16,4694517.0,33524.0,,36512405.0,29606027.0,9265314.0,9167855.0,893.0,61.0,24.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-17,4694983.0,33529.0,,36518601.0,29607525.0,9265345.0,9167866.0,857.0,59.0,26.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-18,4695371.0,33535.0,,36523913.0,29608569.0,9265369.0,9167886.0,801.0,56.0,22.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-19,4695732.0,33539.0,,36528723.0,29609855.0,9265397.0,9167911.0,743.0,52.0,24.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-20,4696059.0,33544.0,,36533141.0,29611172.0,9265432.0,9167922.0,727.0,51.0,22.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-21,4696217.0,33545.0,,36536124.0,29611325.0,9265439.0,9167927.0,661.0,42.0,20.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-22,4696336.0,33550.0,,36538200.0,29611338.0,9265439.0,9167927.0,656.0,46.0,21.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-23,4697005.0,33553.0,,36543794.0,29611998.0,9265454.0,9167937.0,683.0,48.0,20.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-24,4697540.0,33557.0,,36549613.0,29612918.0,9265500.0,9167948.0,663.0,48.0,19.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-25,4698071.0,33565.0,,36555167.0,29613795.0,9265531.0,9167972.0,651.0,45.0,18.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-26,4698665.0,33569.0,,36560442.0,29614985.0,9265554.0,9167994.0,674.0,41.0,17.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-27,4699226.0,33575.0,,36565679.0,29616134.0,9265592.0,9168010.0,691.0,41.0,19.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-28,4699486.0,,,36569055.0,29616289.0,9265594.0,9168013.0,709.0,43.0,19.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-29,4699683.0,33578.0,,36571393.0,29616299.0,9265594.0,9168013.0,741.0,50.0,20.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-30,4700790.0,33580.0,,36577868.0,29616791.0,9265608.0,9168024.0,795.0,47.0,15.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
22e14074,2023-01-31,4701575.0,33586.0,,36584991.0,29617518.0,9265634.0,9168036.0,808.0,45.0,14.0,,,,,,,,,,,,,,,,,,,1,Belgium,,,50.8333,4.0,11433256.0,BEL,BE,56.0,EUR,,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,BE,,BEL
